date,L006_RADP_MICROMOLE/m^2/s,L001_RADP_MICROMOLE/m^2/s,L005_RADP_MICROMOLE/m^2/s,LZ40_RADP_MICROMOLE/m^2/s,Mean_RADP
2009-04-30,616.22,34.76,469.17,659.14,444.8225
2009-05-01,638.05,34.81,519.66,628.32,455.21000000000004
2009-05-02,667.68,36.92,564.62,663.11,483.0825
2009-05-03,644.62,28.37,572.04,660.68,476.4275
2009-05-04,649.6,34.27,541.5,637.06,465.60749999999996
2009-05-05,660.82,28.05,489.41,660.75,459.7575
2009-05-06,653.89,29.72,490.51,661.06,458.79499999999996
2009-05-07,669.51,35.17,538.36,661.81,476.2125
2009-05-08,672.38,30.13,574.11,666.77,485.84749999999997
2009-05-09,665.06,28.27,565.98,659.02,479.5825
2009-05-10,659.32,29.36,455.92,655.64,450.06000000000006
2009-05-11,635.69,23.49,567.16,638.94,466.32000000000005
2009-05-12,650.16,25.18,577.28,670.29,480.72749999999996
2009-05-13,553.98,35.84,542.24,506.29,409.5875
2009-05-14,549.56,58.66,473.78,438.43,380.1075
2009-05-15,454.06,60.49,497.39,478.64,372.645
2009-05-16,611.35,58.73,615.42,644.79,482.5725
2009-05-17,578.42,25.08,571.27,654.08,457.2125
2009-05-18,315.49,21.31,276.47,317.36,232.6575
2009-05-19,326.11,25.27,333.76,345.06,257.55
2009-05-20,341.12,31.01,380.71,344.18,274.255
2009-05-21,397.35,19.36,481.62,441.73,335.015
2009-05-22,378.49,32.19,367.08,370.2,286.99
2009-05-23,311.71,22.69,373.25,335.86,260.8775
2009-05-24,483.9,23.56,440.09,504.91,363.115
2009-05-25,621.41,6.91,561.18,624.73,453.5575
2009-05-26,591.71,247.28,526.77,589.3,488.765
2009-05-27,531.5,489.4,426.96,509.37,489.3075
2009-05-28,470.05,461.92,394.82,462.53,447.33
2009-05-29,454.58,400.41,395.87,435.2,421.51500000000004
2009-05-30,385.27,544.5,530.57,409.12,467.365
2009-05-31,651.16,620.51,549.99,637.17,614.7075
2009-06-01,599.63,668.26,599.56,629.53,624.2449999999999
2009-06-02,561.21,645.05,582.1,593.51,595.4675
2009-06-03,565.48,653.59,595.52,622.87,609.365
2009-06-04,575.14,434.61,355.09,508.35,468.2975
2009-06-05,532.24,531.34,479.18,522.57,516.3325
2009-06-06,398.77,342.04,303.0,363.42,351.8075
2009-06-07,353.77,443.63,315.89,353.24,366.6325
2009-06-08,561.87,502.41,465.87,534.51,516.165
2009-06-09,684.35,656.64,655.6,678.18,668.6925
2009-06-10,624.02,589.66,592.42,620.17,606.5675
2009-06-11,638.68,614.54,591.24,626.07,617.6324999999999
2009-06-12,592.93,638.41,524.61,583.59,584.885
2009-06-13,664.66,669.16,621.59,658.45,653.4649999999999
2009-06-14,646.62,658.12,606.7,636.81,637.0625
2009-06-15,653.71,627.87,615.4,647.2,636.0450000000001
2009-06-16,635.36,597.64,585.2,618.24,609.11
2009-06-17,627.02,555.04,526.31,597.7,576.5174999999999
2009-06-18,607.13,586.57,571.65,525.29,572.66
2009-06-19,632.61,634.45,630.42,651.74,637.3050000000001
2009-06-20,668.79,667.34,649.21,657.92,660.815
2009-06-21,589.66,585.34,561.1,591.48,581.895
2009-06-22,643.77,605.75,617.13,600.52,616.7925
2009-06-23,241.41,322.64,258.17,253.25,268.8675
2009-06-24,619.56,571.21,459.5,637.31,571.895
2009-06-25,666.51,550.66,535.18,670.47,605.7049999999999
2009-06-26,429.93,278.58,454.91,503.85,416.8175
2009-06-27,538.94,390.19,427.83,549.95,476.7275
2009-06-28,489.28,481.54,387.75,480.27,459.71
2009-06-29,239.1,336.09,264.8,254.75,273.685
2009-06-30,353.98,297.47,329.51,345.07,331.5075
2009-07-01,412.7,355.01,399.04,402.45,392.3
2009-07-02,304.35,251.65,207.46,303.31,266.6925
2009-07-03,543.98,487.42,517.06,555.38,525.96
2009-07-04,643.36,599.99,587.08,648.01,619.6099999999999
2009-07-05,516.83,528.72,516.93,637.8,550.0699999999999
2009-07-06,494.31,391.1,574.0,578.26,509.4175
2009-07-07,586.96,114.14,606.73,595.43,475.81499999999994
2009-07-08,426.37,561.18,595.56,599.55,545.665
2009-07-09,348.24,41.39,371.66,380.48,285.4425
2009-07-10,45.07,288.42,395.81,338.76,267.015
2009-07-11,70.39,580.33,529.47,499.26,419.8625
2009-07-12,249.82,644.63,605.17,596.52,524.035
2009-07-13,300.16,572.33,536.71,533.73,485.7325
2009-07-14,786.87,625.98,615.89,598.71,656.8625
2009-07-15,739.75,631.11,617.76,512.93,625.3875
2009-07-16,738.29,612.92,613.18,457.8,605.5475
2009-07-17,856.67,72.84,566.71,414.6,477.70500000000004
2009-07-18,,312.86,570.55,452.07,445.16
2009-07-19,,307.05,372.18,311.25,330.16
2009-07-20,,227.94,368.42,430.28,342.2133333333333
2009-07-21,,551.49,610.23,583.39,581.7033333333334
2009-07-22,,490.07,599.42,547.2,545.5633333333334
2009-07-23,,166.61,627.05,639.58,477.74666666666667
2009-07-24,293.77,565.51,472.08,488.54,454.97499999999997
2009-07-25,414.25,393.31,414.39,413.29,408.80999999999995
2009-07-26,435.9,439.85,439.73,483.36,449.71000000000004
2009-07-27,473.93,429.05,510.32,511.61,481.22749999999996
2009-07-28,379.54,199.64,428.0,432.78,359.99
2009-07-29,329.1,410.82,593.5,416.69,437.52750000000003
2009-07-30,253.19,267.02,323.98,318.72,290.7275
2009-07-31,496.2,543.31,560.74,394.09,498.585
2009-08-01,481.2,583.04,595.63,586.14,561.5024999999999
2009-08-02,452.44,485.12,531.72,493.59,490.7175
2009-08-03,542.24,503.98,545.94,558.52,537.6700000000001
2009-08-04,553.0,636.65,623.9,634.85,612.1
2009-08-05,414.83,601.45,494.79,514.79,506.465
2009-08-06,278.32,332.46,275.62,295.01,295.35249999999996
2009-08-07,527.84,598.43,540.18,509.05,543.875
2009-08-08,383.37,428.8,513.06,510.81,459.01
2009-08-09,451.19,558.5,564.64,579.27,538.4
2009-08-10,359.17,409.15,426.49,387.39,395.54999999999995
2009-08-11,504.31,279.25,509.26,417.99,427.7025
2009-08-12,573.23,563.26,496.54,559.22,548.0625
2009-08-13,265.06,400.77,380.19,431.05,369.2675
2009-08-14,543.08,445.57,584.34,590.66,540.9125
2009-08-15,284.19,237.31,290.92,316.18,282.15000000000003
2009-08-16,565.2,521.2,364.73,618.18,517.3275
2009-08-17,567.7,549.57,574.5,565.1,564.2175
2009-08-18,603.64,491.64,513.67,598.35,551.8249999999999
2009-08-19,289.68,406.05,287.33,271.89,313.73749999999995
2009-08-20,514.06,480.45,513.24,499.18,501.7325
2009-08-21,585.02,528.44,500.36,604.04,554.465
2009-08-22,539.31,602.1,464.96,497.12,525.8725
2009-08-23,570.81,548.11,523.94,605.91,562.1925
2009-08-24,414.26,429.11,367.94,411.48,405.6975
2009-08-25,346.75,511.85,463.08,471.29,448.2425
2009-08-26,390.47,380.75,502.93,441.11,428.81500000000005
2009-08-27,540.08,371.5,505.72,584.54,500.46000000000004
2009-08-28,461.61,476.09,460.74,528.55,481.7475
2009-08-29,280.55,121.48,368.44,324.98,273.8625
2009-08-30,550.51,571.96,501.24,461.51,521.3050000000001
2009-08-31,451.23,382.96,217.48,459.7,377.84250000000003
2009-09-01,455.02,441.76,278.15,504.05,419.74499999999995
2009-09-02,444.09,485.02,399.02,446.88,443.75249999999994
2009-09-03,388.61,440.39,368.12,409.4,401.63
2009-09-04,334.71,408.54,322.62,369.46,358.8325
2009-09-05,324.74,365.74,282.77,359.82,333.2675
2009-09-06,540.17,572.92,448.97,478.23,510.0725
2009-09-07,514.76,491.94,445.37,401.65,463.43000000000006
2009-09-08,521.84,473.79,504.92,546.38,511.7325000000001
2009-09-09,389.4,457.01,410.85,440.5,424.44
2009-09-10,419.62,391.65,420.88,402.91,408.76500000000004
2009-09-11,467.58,490.73,369.98,460.8,447.2725
2009-09-12,309.01,178.12,248.08,334.67,267.47
2009-09-13,330.31,293.67,312.64,172.84,277.365
2009-09-14,522.26,407.69,399.74,528.3,464.4975
2009-09-15,470.52,482.2,384.13,476.62,453.36749999999995
2009-09-16,547.88,521.82,477.38,528.37,518.8625
2009-09-17,507.1,472.57,397.36,430.84,451.96750000000003
2009-09-18,495.46,379.74,470.23,450.08,448.8775
2009-09-19,386.91,465.29,359.37,316.22,381.94750000000005
2009-09-20,422.28,518.7,346.04,441.33,432.0875
2009-09-21,494.9,323.22,271.16,332.07,355.3375
2009-09-22,458.73,293.56,370.96,299.35,355.65
2009-09-23,385.29,258.1,267.88,240.27,287.88500000000005
2009-09-24,405.44,387.76,324.9,250.7,342.2
2009-09-25,449.61,426.63,335.37,460.4,418.00250000000005
2009-09-26,516.94,524.48,374.37,417.53,458.33
2009-09-27,398.86,305.43,291.86,302.76,324.72749999999996
2009-09-28,412.46,328.27,362.34,483.87,396.735
2009-09-29,456.06,264.11,400.34,424.48,386.2475
2009-09-30,239.56,275.28,229.03,298.8,260.66749999999996
2009-10-01,414.03,313.61,370.93,369.38,366.98749999999995
2009-10-02,478.19,492.45,462.01,511.19,485.96000000000004
2009-10-03,452.11,168.57,366.88,499.24,371.70000000000005
2009-10-04,462.5,302.23,371.44,461.12,399.3225
2009-10-05,400.69,105.33,284.65,386.22,294.22249999999997
2009-10-06,456.51,462.58,422.63,443.12,446.2099999999999
2009-10-07,415.91,396.5,434.46,492.18,434.76250000000005
2009-10-08,440.01,462.81,403.84,468.97,443.90749999999997
2009-10-09,427.36,243.44,346.46,445.25,365.6275
2009-10-10,400.3,28.73,286.4,443.89,289.83000000000004
2009-10-11,414.2,68.32,371.3,486.86,335.16999999999996
2009-10-12,439.91,357.52,365.58,448.49,402.875
2009-10-13,473.58,55.95,281.89,481.66,323.27
2009-10-14,484.92,138.84,314.97,477.03,353.94
2009-10-15,471.02,442.12,252.4,450.71,404.0625
2009-10-16,419.79,377.93,178.61,376.72,338.26250000000005
2009-10-17,180.55,83.84,56.45,184.99,126.4575
2009-10-18,466.87,191.87,96.74,283.25,259.6825
2009-10-19,403.07,49.21,112.99,383.83,237.27499999999998
2009-10-20,379.77,74.0,314.7,368.94,284.3525
2009-10-21,468.36,260.36,371.68,445.45,386.46250000000003
2009-10-22,396.23,52.25,229.97,455.15,283.4
2009-10-23,452.94,244.5,328.74,445.83,368.0025
2009-10-24,389.67,351.11,267.53,367.42,343.9325
2009-10-25,452.77,378.15,222.74,444.58,374.55999999999995
2009-10-26,407.35,359.44,271.58,421.64,365.00249999999994
2009-10-27,407.77,349.0,289.99,396.92,360.92
2009-10-28,395.56,399.88,327.41,406.35,382.30000000000007
2009-10-29,424.38,312.23,328.03,425.75,372.59749999999997
2009-10-30,367.15,264.78,352.0,371.86,338.9475
2009-10-31,425.81,252.22,369.04,435.16,370.5575
2009-11-01,417.79,335.68,335.12,419.69,377.07000000000005
2009-11-02,397.77,335.53,336.83,416.66,371.6975
2009-11-03,402.76,235.62,316.96,405.86,340.29999999999995
2009-11-04,240.36,51.81,249.01,246.2,196.84500000000003
2009-11-05,285.53,63.27,248.65,296.95,223.59999999999997
2009-11-06,316.74,112.5,300.56,346.42,269.055
2009-11-07,373.0,121.55,265.61,385.95,286.52750000000003
2009-11-08,316.59,129.18,174.17,382.45,250.59749999999997
2009-11-09,259.8,73.37,121.6,268.93,180.925
2009-11-10,230.74,86.89,112.66,241.26,167.8875
2009-11-11,194.4,126.05,91.11,201.18,153.185
2009-11-12,110.81,28.81,23.33,144.96,76.97749999999999
2009-11-13,377.26,153.84,100.67,404.34,259.0275
2009-11-14,356.95,110.06,167.24,364.52,249.6925
2009-11-15,372.26,161.74,259.16,399.97,298.2825
2009-11-16,315.85,146.27,222.2,345.69,257.5025
2009-11-17,346.72,246.74,200.29,381.19,293.735
2009-11-18,358.66,297.81,251.79,380.79,322.2625
2009-11-19,347.98,220.98,195.89,349.39,278.56
2009-11-20,334.17,149.84,225.87,337.29,261.7925
2009-11-21,335.79,220.01,287.7,270.52,278.505
2009-11-22,276.6,94.0,144.12,166.51,170.3075
2009-11-23,293.01,147.86,176.94,205.8,205.90249999999997
2009-11-24,216.86,148.58,190.69,180.24,184.09250000000003
2009-11-25,84.63,40.36,73.21,63.03,65.3075
2009-11-26,143.26,51.89,61.77,111.72,92.16
2009-11-27,354.59,209.49,80.01,250.52,223.65249999999997
2009-11-28,276.38,84.96,131.4,181.69,168.60750000000002
2009-11-29,335.82,234.59,103.05,238.7,228.03999999999996
2009-11-30,337.3,227.69,223.32,232.4,255.17749999999998
2009-12-01,314.86,89.4,203.17,226.31,208.435
2009-12-02,272.88,189.45,123.28,207.05,198.16500000000002
2009-12-03,174.46,66.04,63.74,120.32,106.14
2009-12-04,70.26,18.47,23.61,52.3,41.16
2009-12-05,80.31,38.56,35.73,64.07,54.6675
2009-12-06,250.58,175.83,111.96,194.59,183.24
2009-12-07,276.89,246.85,173.81,185.42,220.74249999999998
2009-12-08,252.6,146.61,223.75,247.66,217.655
2009-12-09,314.87,253.92,122.88,322.92,253.64749999999998
2009-12-10,287.34,245.8,72.14,312.32,229.39999999999998
2009-12-11,213.99,45.86,69.62,197.72,131.7975
2009-12-12,180.5,61.28,132.0,188.8,140.64499999999998
2009-12-13,311.22,220.36,239.46,315.69,271.6825
2009-12-14,331.27,276.72,289.59,265.08,290.66499999999996
2009-12-15,178.62,146.44,207.15,159.69,172.97500000000002
2009-12-16,259.77,213.15,145.34,253.88,218.035
2009-12-17,257.93,66.4,78.6,198.69,150.40500000000003
2009-12-18,77.64,83.51,63.37,91.78,79.075
2009-12-19,301.73,196.08,61.29,260.11,204.8025
2009-12-20,259.08,240.26,53.61,214.74,191.92249999999999
2009-12-21,217.8,179.72,61.08,184.52,160.78
2009-12-22,222.01,196.74,87.27,148.2,163.555
2009-12-23,252.72,233.35,148.98,255.4,222.61249999999998
2009-12-24,265.85,225.11,195.46,267.2,238.40500000000003
2009-12-25,180.92,177.35,36.43,186.09,145.1975
2009-12-26,221.41,189.45,75.93,216.58,175.8425
2009-12-27,194.3,167.68,68.34,128.31,139.65750000000003
2009-12-28,293.27,113.99,21.21,189.34,154.4525
2009-12-29,335.69,234.69,158.4,293.43,255.5525
2009-12-30,317.64,261.01,53.53,256.24,222.105
2009-12-31,287.54,217.8,108.86,262.7,219.22500000000002
2010-01-01,122.64,36.64,27.1,91.86,69.56
2010-01-02,341.88,260.45,41.78,294.2,234.5775
2010-01-03,193.54,64.67,42.21,183.04,120.86499999999998
2010-01-04,342.56,190.75,127.5,294.21,238.755
2010-01-05,331.99,83.44,21.03,284.97,180.35750000000002
2010-01-06,343.94,84.51,121.32,300.1,212.4675
2010-01-07,333.44,222.21,121.45,293.12,242.555
2010-01-08,310.48,225.51,170.49,254.11,240.1475
2010-01-09,57.76,29.79,23.71,52.66,40.98
2010-01-10,276.96,257.03,225.34,251.13,252.615
2010-01-11,347.01,293.66,194.74,304.6,285.00250000000005
2010-01-12,335.93,225.68,70.12,304.35,234.02
2010-01-13,266.21,215.64,236.65,251.15,242.4125
2010-01-14,313.29,304.48,195.94,249.07,265.695
2010-01-15,258.16,190.28,102.97,160.54,177.9875
2010-01-16,125.3,70.5,37.37,69.17,75.58500000000001
2010-01-17,257.4,194.99,78.93,171.09,175.6025
2010-01-18,341.07,155.34,193.12,313.18,250.6775
2010-01-19,244.22,287.48,217.81,270.78,255.0725
2010-01-20,325.14,218.14,243.97,308.67,273.98
2010-01-21,261.26,179.27,211.27,255.7,226.875
2010-01-22,239.98,135.27,170.93,190.64,184.205
2010-01-23,169.0,88.05,59.25,153.87,117.5425
2010-01-24,215.2,70.97,155.65,218.0,164.95499999999998
2010-01-25,175.92,101.39,63.0,180.22,130.1325
2010-01-26,374.87,202.36,196.86,332.89,276.745
2010-01-27,371.64,252.08,207.92,354.11,296.4375
2010-01-28,362.47,182.08,349.17,349.6,310.83000000000004
2010-01-29,289.02,208.27,210.16,288.63,249.01999999999998
2010-01-30,212.19,115.39,55.41,210.33,148.33
2010-01-31,92.68,45.51,53.9,80.12,68.05250000000001
2010-02-01,54.58,25.76,59.51,60.54,50.0975
2010-02-02,126.63,109.63,52.72,122.84,102.95500000000001
2010-02-03,343.51,107.03,242.44,319.46,253.11
2010-02-04,311.87,143.91,111.76,337.47,226.2525
2010-02-05,210.97,127.37,53.33,188.03,144.925
2010-02-06,309.59,125.05,197.33,316.72,237.1725
2010-02-07,367.18,164.27,80.56,346.47,239.62
2010-02-08,344.91,213.28,112.42,328.75,249.84
2010-02-09,270.16,157.06,39.05,262.35,182.15500000000003
2010-02-10,409.67,239.93,130.55,392.75,293.225
2010-02-11,368.67,223.0,98.16,362.25,263.02
2010-02-12,179.58,39.3,146.92,172.0,134.45
2010-02-13,357.92,324.55,66.67,362.19,277.8325
2010-02-14,338.09,172.54,106.48,313.69,232.7
2010-02-15,385.63,217.83,211.31,381.82,299.1475
2010-02-16,418.79,291.94,198.32,398.21,326.815
2010-02-17,409.18,268.53,278.09,398.78,338.645
2010-02-18,411.17,175.86,66.1,387.34,260.1175
2010-02-19,271.14,147.18,111.15,264.68,198.53750000000002
2010-02-20,324.41,214.83,126.42,222.07,221.9325
2010-02-21,373.67,306.93,256.05,275.47,303.03000000000003
2010-02-22,256.77,144.42,237.77,114.53,188.37249999999997
2010-02-23,331.62,139.19,128.17,302.02,225.25
2010-02-24,247.89,155.64,92.46,94.89,147.72
2010-02-25,461.51,316.65,206.67,430.3,353.78249999999997
2010-02-26,469.29,312.25,82.78,395.99,315.0775
2010-02-27,130.52,46.76,65.96,106.2,87.36
2010-02-28,470.57,181.64,348.04,399.9,350.0375
2010-03-01,453.3,383.82,424.62,398.43,415.0425
2010-03-02,239.61,208.18,65.66,202.16,178.9025
2010-03-03,371.42,219.67,45.38,331.36,241.9575
2010-03-04,484.33,372.74,96.83,430.65,346.1375
2010-03-05,482.12,429.24,313.35,434.92,414.9075
2010-03-06,483.7,340.05,425.2,410.21,414.79
2010-03-07,490.8,372.98,411.45,430.62,426.4625
2010-03-08,480.87,330.58,312.37,403.53,381.83750000000003
2010-03-09,311.38,204.19,236.31,181.0,233.21999999999997
2010-03-10,386.36,368.37,436.03,417.92,402.17
2010-03-11,170.56,152.26,80.92,162.1,141.46
2010-03-12,48.34,25.25,45.23,48.55,41.8425
2010-03-13,508.72,397.17,253.16,460.31,404.84000000000003
2010-03-14,514.18,322.32,285.69,466.54,397.1825
2010-03-15,454.3,361.97,235.0,404.04,363.8275
2010-03-16,427.42,218.07,162.56,398.24,301.5725
2010-03-17,213.47,182.36,111.61,210.11,179.38750000000002
2010-03-18,505.28,322.71,257.41,457.49,385.7225
2010-03-19,524.22,381.49,452.86,479.44,459.50250000000005
2010-03-20,514.88,326.4,226.09,465.55,383.22999999999996
2010-03-21,306.05,151.27,225.34,282.83,241.3725
2010-03-22,322.18,82.09,108.25,314.65,206.7925
2010-03-23,540.31,238.76,153.72,492.53,356.33
2010-03-24,523.19,319.28,286.41,470.92,399.95000000000005
2010-03-25,463.85,235.38,327.1,437.84,366.04249999999996
2010-03-26,385.2,100.02,33.51,357.74,219.1175
2010-03-27,532.57,346.43,403.14,499.12,445.31499999999994
2010-03-28,247.0,109.87,147.71,221.54,181.53
2010-03-29,257.15,103.25,13.81,277.09,162.825
2010-03-30,547.39,188.79,118.34,508.91,340.8575
2010-03-31,550.61,274.63,169.7,511.12,376.515
2010-04-01,540.18,243.3,183.17,490.84,364.3725
2010-04-02,557.12,233.38,143.8,509.59,360.97249999999997
2010-04-03,525.93,208.86,173.31,496.92,351.255
2010-04-04,536.71,230.56,181.47,495.65,361.09749999999997
2010-04-05,568.94,219.38,339.17,511.65,409.78499999999997
2010-04-06,518.79,338.68,226.8,505.8,397.5175
2010-04-07,562.5,270.03,208.45,516.92,389.475
2010-04-08,476.15,358.47,130.76,438.26,350.90999999999997
2010-04-09,419.18,230.95,91.04,392.81,283.495
2010-04-10,438.85,246.97,132.82,406.29,306.2325
2010-04-11,159.01,84.55,90.56,147.54,120.41499999999999
2010-04-12,272.08,88.37,199.9,274.1,208.6125
2010-04-13,562.8,252.99,218.34,496.54,382.66749999999996
2010-04-14,537.58,261.26,97.98,452.63,337.3625
2010-04-15,474.99,151.93,120.5,397.23,286.1625
2010-04-16,365.03,206.45,162.16,388.17,280.4525
2010-04-17,283.4,205.36,167.26,256.7,228.18
2010-04-18,131.09,102.21,85.92,109.76,107.245
2010-04-19,502.98,188.14,174.28,390.15,313.8875
2010-04-20,568.34,361.38,249.51,484.28,415.8775
2010-04-21,490.53,149.82,204.0,420.22,316.1425
2010-04-22,591.76,370.05,378.44,558.27,474.63
2010-04-23,569.53,419.47,367.53,547.42,475.98749999999995
2010-04-24,575.15,424.91,146.24,545.54,422.96
2010-04-25,404.6,295.13,228.82,397.64,331.5475
2010-04-26,371.3,301.04,288.85,360.69,330.47
2010-04-27,578.28,450.95,278.62,564.8,468.16249999999997
2010-04-28,542.08,437.93,419.3,528.39,481.92499999999995
2010-04-29,330.12,388.18,243.07,338.32,324.92249999999996
2010-04-30,449.02,347.51,200.14,410.78,351.86249999999995
2010-05-01,451.2,419.75,264.79,395.53,382.8175
2010-05-02,582.63,492.21,191.9,515.04,445.445
2010-05-03,579.52,480.3,324.17,510.54,473.6325
2010-05-04,581.95,470.61,477.88,496.03,506.6175
2010-05-05,564.14,431.4,457.64,480.87,483.51249999999993
2010-05-06,541.88,471.89,500.48,491.39,501.40999999999997
2010-05-07,567.05,503.15,490.95,532.41,523.39
2010-05-08,584.29,472.21,519.11,530.67,526.57
2010-05-09,546.17,454.36,460.72,457.67,479.73
2010-05-10,593.68,503.88,531.1,527.51,539.0425
2010-05-11,521.69,424.44,509.97,326.25,445.58750000000003
2010-05-12,499.34,431.1,499.52,509.52,484.87
2010-05-13,491.72,507.91,549.03,434.27,495.7325
2010-05-14,539.83,511.6,521.17,351.96,481.14
2010-05-15,580.36,506.17,517.04,349.84,488.35249999999996
2010-05-16,458.46,392.26,352.03,335.84,384.6475
2010-05-17,459.37,330.57,284.55,260.65,333.78499999999997
2010-05-18,544.22,490.92,468.2,440.52,485.96500000000003
2010-05-19,366.98,320.71,332.0,208.18,306.96750000000003
2010-05-20,601.0,489.22,555.98,486.13,533.0825
2010-05-21,598.22,511.85,567.81,397.52,518.85
2010-05-22,615.58,494.62,557.62,453.61,530.3575000000001
2010-05-23,615.57,514.41,565.76,398.8,523.635
2010-05-24,566.54,386.76,522.62,300.13,444.01250000000005
2010-05-25,522.16,439.66,438.2,192.35,398.0925
2010-05-26,604.03,533.77,543.03,446.08,531.7275
2010-05-27,590.25,514.52,517.2,508.69,532.665
2010-05-28,481.66,444.91,405.42,218.98,387.7425
2010-05-29,441.2,278.19,329.13,320.85,342.3425
2010-05-30,544.65,499.59,565.42,366.41,494.0175
2010-05-31,521.06,507.8,513.57,466.32,502.18749999999994
2010-06-01,575.27,436.24,377.98,309.83,424.83
2010-06-02,480.96,388.1,422.1,336.05,406.80249999999995
